trase_code,uml_id,group,company,mill_name,latitude,longitude,capacity_tonnes_ffb_hour,status,earliest_year_of_existence,earliest_year_of_existence_source,kabupaten_name,kabupaten_trase_id,province_name
M-01197,PO1000010253,KPN CORP,TH INDO PLANTATIONS,TEMBUSU,0.196928929,103.0098144,20,Operating,2009,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HILIR,ID-1403,RIAU
M-01198,PO1000010254,KPN CORP,TH INDO PLANTATIONS,JATI,0.106017693,103.1704128,30,Operating,2008,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),INDRAGIRI HILIR,ID-1403,RIAU
M-01199,PO1000010255,KPN CORP,TH INDO PLANTATIONS,AGATHIS,0.10319451,103.0344454,30,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HILIR,ID-1403,RIAU
M-01200,PO1000011184,PERMATA HIJAU,PELITA AGUNG AGRINDUSTRI,PELITA AGUNG AGRINDUSTRI,1.429364,101.1889,60,Operating,2006,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BENGKALIS,ID-1408,RIAU
M-01201,PO1000010057,PANCA PUTRA GANDA,TOR GANDA,CINDUR,1.444445573,100.3365055,15,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),ROKAN HILIR,ID-1409,RIAU
M-01202,PO1000004080,META EPSI,ANDIRA AGRO,ANDIRA AGRO,-2.788187925,105.0960242,45,Operating,2010,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BANYUASIN,ID-1607,SUMATERA SELATAN
M-01203,PO1000010041,CAHAYA PUTIH,SUMBER WANGI ALAM,SUMBER WANGI ALAM,-3.845637383,105.1897907,15,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),OGAN KOMERING ILIR,ID-1602,SUMATERA SELATAN
M-01204,PO1000009588,MINANGA,MINANGA OGAN,SEI INAI,-4.06304004,104.1302465,60,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ULU,ID-1601,SUMATERA SELATAN
M-01205,PO1000010038,RAJAWALI NUSANTARA INDONESIA (RNI),MITRA OGAN,PKS II,-3.9123887,104.3281396,30,Operating,2005,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",OGAN KOMERING ULU,ID-1601,SUMATERA SELATAN
M-01206,PO1000010074,UNKNOWN,SINAR UTAMA NABATI,SINAR UTAMA NABATI,-0.391060452,101.4175136,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUANTAN SINGINGI,ID-1401,RIAU
M-01208,PO1000010256,SINAR JAYA AGRO INVESTAMA (SJAI),GAJAH SAKTI SAWIT,GAJAH SAKTI SAWIT,-2.867818,101.43663,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUKO-MUKO,ID-1706,BENGKULU
M-01209,PO1000010042,UNKNOWN,SELATAN AGUNG SEJAHTERA,SELATAN AGUNG SEJAHTERA,-3.168996,103.10575,60,Operating,2018,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",MUSI RAWAS,ID-1605,SUMATERA SELATAN
M-01210,PO1000010257,ADIMULIA,ADIMULIA PALMO LESTARI,ADIMULIA PALMO LESTARI,-1.706087,102.782404,45,Operating,2018,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",BATANG HARI,ID-1504,JAMBI
M-01211,PO1000010016,UNKNOWN,PALMA GEMILANG KENCANA,PALMA GEMILANG KENCANA,-1.298552,103.48644,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TANJUNG JABUNG TIMUR,ID-1506,JAMBI
M-01212,PO1000009025,UNKNOWN,CIPTA TUMBUH BERBUAH,CIPTA TUMBUH BERBUAH,-0.290032,109.587613,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUBU RAYA,ID-6112,KALIMANTAN BARAT
M-01213,PO1000009557,PTPN III,PERKEBUNAN NUSANTARA XIV,LUWU,-2.615758,120.654783,30,Operating,1992,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LUWU TIMUR,ID-7325,SULAWESI SELATAN
M-01214,PO1000010077,GAHARU CORP,PRATAMA UNGGUL SEJAHTERA,PRATAMA UNGGUL SEJAHTERA,-2.848872,107.617075,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BELITUNG,ID-1902,KEP. BANGKA BELITUNG
M-01215,PO1000010258,BUANA SRIWIJAYA SEJAHTERA (BSS),SRI ANDAL LESTARI,SRI ANDAL LESTARI,-2.785727,104.362489,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANYUASIN,ID-1607,SUMATERA SELATAN
M-01216,PO1000010007,MENTHOBI KARYATAMA RAYA (MKTR),KHATULISTIWA SINERGI OMNIDAYA,KHATULISTIWA SINERGI OMNIDAYA,-2.220946,111.458937,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LAMANDAU,ID-6207,KALIMANTAN TENGAH
M-01217,PO1000010047,UNKNOWN,AGRINDO SAWIT MANDIRI,AGRINDO SAWIT MANDIRI,-2.347605,112.304779,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SERUYAN,ID-6208,KALIMANTAN TENGAH
M-01218,PO1000008155,ROYAL GOLDEN EAGLE,MITRA UNGGUL PUSAKA,PENARIKAN,0.193358,101.795075,45,Operating,2018,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PELALAWAN,ID-1404,RIAU
M-01219,PO1000009020,UNKNOWN,MULIA TANI JAYA,MULIA TANI JAYA,3.8665,98.3549,30,Operating,2017,Establishment year based on other government record of establishment (e.g. Permit database),LANGKAT,ID-1213,SUMATERA UTARA
M-01220,PO1000009355,UNKNOWN,MUTIARA SAWIT LESTARI,MUTIARA SAWIT LESTARI,4.8285,97.839944,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ACEH TIMUR,ID-1105,ACEH
M-01221,PO1000009409,TSH RESOURCES,ANDALAS WAHANA BERJAYA,ANDALAS WAHANA BERJAYA,-1.1193889,101.551222,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",DHARMASRAYA,ID-1311,SUMATERA BARAT
M-01222,PO1000009559,UNKNOWN,KURNIA BATANG HARI BERJAYA,KURNIA BATANG HARI BERJAYA,-1.788731,103.079706,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BATANG HARI,ID-1504,JAMBI
M-01223,PO1000009567,UNKNOWN,SAWIT INTI PRIMA PERKASA,SAWIT INTI PRIMA PERKASA,1.254767,101.153567,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BENGKALIS,ID-1408,RIAU
M-01224,PO1000010012,UNKNOWN,BERKAT SAWIT SUKAMAJU,BERKAT SAWIT SUKAMAJU,-2.674508,104.07935,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI BANYUASIN,ID-1606,SUMATERA SELATAN
M-01225,PO1000010014,UNKNOWN,ERASAKTI WIRAFORESTAMA,ERASAKTI WIRA FORESTAMA 3,-1.518977,103.636972,90,Operating,2016,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",MUARO JAMBI,ID-1505,JAMBI
M-01226,PO1000010030,UNKNOWN,SUMBER BUMI SAWIT JADI RAYA,SUMBER BUMI SAWIT JADI RAYA,2.8025,99.2025,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIMALUNGUN,ID-1209,SUMATERA UTARA
M-01227,PO1000010039,UNKNOWN,GIGA PUTRA PERKASA,GIGA ROKAN RIAU,0.421039,100.814372,60,Operating,2018,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",ROKAN HULU,ID-1407,RIAU
M-01228,PO1000010044,UNKNOWN,JAYA AGRO MANDIRI,JAYA AGRO MANDIRI,-4.860676,104.940247,30,Operating,2009,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LAMPUNG UTARA,ID-1806,LAMPUNG
M-01230,PO1000010049,WIDYA,MANAKARRA UNGGUL LESTARI,LELING,-2.200428,119.431559,45,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MAMUJU,ID-7604,SULAWESI BARAT
M-01231,PO1000010052,SK PLUS,PRIMA MAS LESTARI,PRIMA MAS LESTARI,-1.707144,102.160727,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BUNGO,ID-1509,JAMBI
M-01232,PO1000010056,PANCADAYA PERKASA,ALAM PERMAI MAKMUR RAYA,ALAM PERMAI MAKMUR RAYA,-1.0989,116.6137,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PENAJAM PASER UTARA,ID-6409,KALIMANTAN TIMUR
M-01233,PO1000010062,UNKNOWN,CAHAYA UNGGUL PRIMA,CAHAYA UNGGUL PRIMA,0.46372,111.34469,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SINTANG,ID-6107,KALIMANTAN BARAT
M-01234,PO1000010065,SUMBER TANI AGUNG (STA),KARYA AGUNG SAWITA,PAPASO,0.8944848,100.1118054,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PADANG LAWAS,ID-1221,SUMATERA UTARA
M-01235,PO1000010069,SK PLUS,PERMATA NUSA SEJATI,PERMATA NUSA SEJATI,4.173797,117.444342,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NUNUKAN,ID-6504,KALIMANTAN UTARA
M-01236,PO1000010075,SIN TEK HUAT,GLOBALINDO AGRO LESTARI,BANYUASIH,-6.628,105.62525,30,Operating,2017,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PANDEGLANG,ID-3601,BANTEN
M-01237,PO1000010076,UNKNOWN,DANG MERDU BERJAYA,DANG MERDU BERJAYA,-3.181898,104.58712,,Operating,2009,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",OGAN ILIR,ID-1610,SUMATERA SELATAN
M-01238,PO1000010010,SAWIT LESTARI,PRIMANUSA GLOBAL LESTARI,PRIMANUSA GLOBAL LESTARI,-1.9925023,119.3176086,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MAMUJU TENGAH,ID-7606,SULAWESI BARAT
M-01239,PO1000010015,UNKNOWN,SURYA SUMBER SAWIT ABADI,SURYA SUMBER SAWIT ABADI,-1.471122,102.62099,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TEBO,ID-1508,JAMBI
M-01240,PO1000010028,UNKNOWN,BALAM SAWIT SEJAHTERA,BALAM SAWIT SEJAHTERA,1.697444,100.684667,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-01241,PO1000006362,KARYAMAS PLANTATION,KAPUASINDO PALM INDUSTRY,SUNGAI TAWANG,0.784071,111.777027,120,Operating,2017,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",KAPUAS HULU,ID-6108,KALIMANTAN BARAT
M-01242,PO1000013512,MENTHOBI KARYATAMA RAYA (MKTR),MENTHOBI MAKMUR LESTARI,MENTHOBI MAKMUR LESTARI,-2.247774,111.431036,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LAMANDAU,ID-6207,KALIMANTAN TENGAH
M-01243,PO1000011159,PTPN III,AGRO SINERGI NUSANTARA,BATEE PUTEH,4.453511,95.927442,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ACEH JAYA,ID-1116,ACEH
M-01244,NA,UNKNOWN,CIPTA SAWITA JAYA CEMERLANG,CIPTA SAWITA JAYA CEMERLANG,3.20228,99.061712,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SERDANG BEDAGAI,ID-1218,SUMATERA UTARA
M-01245,PO1000011174,DHANISTHA SURYA NUSANTARA,MULIA BHAKTI KAHURIPAN,KENAYA,-0.956916,110.4042,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-01246,PO1000010815,WILMAR,AGRONUSA INVESTAMA,AGRONUSA INVESTAMA 3,1.421448,109.537279,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SAMBAS,ID-6101,KALIMANTAN BARAT
M-01247,NA,GENTING PLANTATIONS,VARITA MAJUTAMA,VARITA MAJUTAMA,-2.583533,133.221722,90,Operating,2010,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",TELUK BINTUNI,ID-9104,PAPUA BARAT
M-01248,PO1000011477,EAGLE HIGH PLANTATIONS,TANDAN SAWITA PAPUA,TULIP,-2.866472,140.880551,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KEEROM,ID-9420,PAPUA
M-01249,PO1000010882,BUKIT BERLIAN,AGRO ARTHA SURYA,AGRO ARTHA SURYA,0.748525,122.431052,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BOALEMO,ID-7501,GORONTALO
M-01250,NA,UNKNOWN,JAS MULIA,SUKAMAJU,-2.571929,120.431743,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LUWU UTARA,ID-7322,SULAWESI SELATAN
M-01251,PO1000010793,UNKNOWN,IKA BINA AGRO WISESA,IKA BINA AGRO WISESA,5.132995,97.090792,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ACEH UTARA,ID-1111,ACEH
M-01252,PO1000011263,UNKNOWN,BERSAMA OESAHA SARAGIH SEJAHTERA,BERSAMA OESAHA SARAGIH SEJAHTERA,3.209839,98.884306,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIMALUNGUN,ID-1209,SUMATERA UTARA
M-01253,PO1000014641,KORINDO,DONGIN PRABHAWA,POP-M,-7.38683,139.732337,75,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MERAUKE,ID-9401,PAPUA
M-01254,PO1000014163,KORINDO,BERKAT CIPTA ABADI,POP-C,-6.857339,140.513259,100,Operating,2017,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",MERAUKE,ID-9401,PAPUA
M-01255,PO1000011406,GOODHOPE,NABIRE BARU,NABIRE BARU,-3.461406,135.255822,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NABIRE,ID-9404,PAPUA
M-01256,PO1000010944,KPN CORP,GRAHA AGRO NUSANTARA,GRAHA AGRO NUSANTARA,-0.083792,109.700685,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUBU RAYA,ID-6112,KALIMANTAN BARAT
M-01257,PO1000011913,UNKNOWN,GUNUNG RINJUAN SEJAHTERA,GUNUNG RINJUAN SEJAHTERA,0.360378,109.365598,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANDAK,ID-6103,KALIMANTAN BARAT
M-01258,PO1000011194,UNKNOWN,KENCANA AGRO PERSADA,KENCANA AGRO PERSADA,0.607024,101.240552,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-01259,PO1000010795,CB INDUSTRIAL PRODUCT HOLDING BHD (CBIP),BERKALA MAJU BERSAMA,MANUHING,-1.459937,113.397689,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",GUNUNG MAS,ID-6211,KALIMANTAN TENGAH
M-01260,PO1000011166,KPN CORP,WAHANA KARYA SEJAHTERA MANDIRI,WAHANA KARYA SEJAHTERA MANDIRI,-2.1104556,119.3349683,45,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MAMUJU TENGAH,ID-7606,SULAWESI BARAT
M-01261,PO1000011319,PTPN III,SINERGI PERKEBUNAN NUSANTARA,TOMATA,-1.9895853,121.011422,30,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MOROWALI UTARA,ID-7212,SULAWESI TENGAH
M-01262,NA,KALIMANTAN PLANTATION UNIT (KPU),RIMBA MATOA LESTARI,RIMBA MATOA LESTARI,-2.457118,139.90691,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",JAYAPURA,ID-9403,PAPUA
M-01263,PO1000010802,DHARMA SATYA NUSANTARA (DSN),AGRO ANDALAN,POM 8,-0.102946,111.029222,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SEKADAU,ID-6109,KALIMANTAN BARAT
M-01264,PO1000010735,POSCO INTERNATIONAL,BIO INTI AGRINDO,PKS 1,-6.961821,140.514451,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MERAUKE,ID-9401,PAPUA
M-01265,PO1000012465,UNKNOWN,BUMI MAJU SAWIT,BUMI MAJU SAWIT,-2.4557815,120.9455698,30,Operating,2008,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LUWU TIMUR,ID-7325,SULAWESI SELATAN
M-01266,PO1000016374,WIDYA,UNGGUL WIDYA TEKNOLOGI LESTARI,AGRIBARAS,-1.521051,119.433931,45,Operating,2013,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",MAMUJU UTARA,ID-7605,SULAWESI BARAT
M-01267,PO1000010794,KEMINDO,KHARISMA WIRAJAYA PALMA,KHARISMA WIRAJAYA PALMA,0.825361,100.91525,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-01268,PO1000011193,BUMI GADING PRIMA (BGP),GADING SAWIT KENCANA,GADING SAWIT KENCANA,-2.510437,112.554112,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-01269,PO1000011195,UNITED MALACCA BHD (UMB),LIFERE AGRO KAPUAS,ARWANA,-2.739941,114.456954,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAPUAS,ID-6203,KALIMANTAN TENGAH
M-01270,PO1000010883,ROYAL GOLDEN EAGLE,SAWIT JAMBI LESTARI,RANTAU GEDANG,-1.531916,102.905037,60,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BATANG HARI,ID-1504,JAMBI
M-01271,PO1000010805,UNKNOWN,KARYA HEVEA INDONESIA,KARYA HEVEA INDONESIA,3.374415,99.018957,20,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SERDANG BEDAGAI,ID-1218,SUMATERA UTARA
M-01272,PO1000011557,UNKNOWN,SURYA SAWIT SEJAHTERA,SURYA SAWIT SEJAHTERA,-2.598634,120.565274,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LUWU UTARA,ID-7322,SULAWESI SELATAN
M-01273,PO1000015586,MAHITALA INGKENG GEMAH (MIG),MERBAUJAYA INDAHRAYA,KENDARI,-4.336712,122.439752,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KONAWE SELATAN,ID-7405,SULAWESI TENGGARA
M-01274,PO1000011182,UNKNOWN,MUSTIKA AGUNG SAWIT GEMILANG,MUSTIKA AGUNG SAWIT GEMILANG,-0.52523,101.992889,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",INDRAGIRI HULU,ID-1402,RIAU
M-01277,PO1000010791,SAWIT LESTARI,AWANA SAWIT LESTARI,AWANA SAWIT LESTARI,-1.705362,119.30939,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MAMUJU UTARA,ID-7605,SULAWESI BARAT
M-01278,PO1000011179,SUMBER TANI AGUNG (STA),MADINA AGROLESTARI,SIKAPAS,1.217038,98.895173,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MANDAILING NATAL,ID-1202,SUMATERA UTARA
M-01279,PO1000010806,KENCANA AGRI,DELTA SUBUR PERMAI,DELTA SUBUR PERMAI,-1.216084,122.518494,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANGGAI,ID-7202,SULAWESI TENGAH
M-01281,PO1000013777,UNKNOWN,PD PERKEBUNAN SUMATERA UTARA,SIMPANG GAMBIR,0.596173,99.299786,30,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MANDAILING NATAL,ID-1202,SUMATERA UTARA
M-01282,NA,UNKNOWN,RAJA MARGA,SINABANG,2.587551,96.081865,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SIMEULUE,ID-1101,ACEH
M-01283,NA,NUSAINA,NUSA INA,NUSA INA,-2.903052,129.799361,30,Operating,2018,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MALUKU TENGAH,ID-8103,MALUKU
M-01284,NA,PANCA PUTRA GANDA,TOR GANDA,BUKIT HARAPAN I,1.472882,100.12722,60,Operating,2013,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PADANG LAWAS UTARA,ID-1220,SUMATERA UTARA
M-01285,PO1000010811,SAGO NAULI,TRI BAHTERA SRIKANDI,ANGGOLI,1.538178,98.985872,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",TAPANULI TENGAH,ID-1204,SUMATERA UTARA
M-01286,PO1000011556,UNKNOWN,MERLUNG INTI LESTARI,MERLUNG INTI LESTARI,-1.328548,103.273748,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUARO JAMBI,ID-1505,JAMBI
M-01287,PO1000011180,UNKNOWN,TIAN TUJUHPULUH UTAMA,TIAN TUJUHPULUH UTAMA,1.684059,100.533512,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-01288,PO1000010796,SK PLUS,PALMA AGROINDO MANDIRI,PALMA AGROINDO MANDIRI,-2.382507,111.308306,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTAWARINGIN BARAT,ID-6201,KALIMANTAN TENGAH
M-01289,PO1000011188,DHANISTHA SURYA NUSANTARA,PERTIWI LENGGARA AGROMAS,PERDANA,-2.199698,110.813842,60,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-01290,PO1000010240,DHARMA SATYA NUSANTARA (DSN),KARYA PRIMA AGRO SEJAHTERA,POM 7,1.283797,116.914374,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-01291,PO1000011311,ASTRA AGRO LESTARI,SAWIT JAYA ABADI,SAWIT JAYA ABADI 2,-1.959153,120.829501,30,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",POSO,ID-7204,SULAWESI TENGAH
M-01292,NA,UNKNOWN,INDUK KOPERASI UNIT DESA,INDUK KOPERASI UNIT DESA,-1.691947,103.592431,5,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUARO JAMBI,ID-1505,JAMBI
M-01293,PO1000006247,UNKNOWN,MULTIAGRO SUMATERA JAYA,PULO DOGOM,2.567391,99.57839,30,Operating,2014,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LABUHAN BATU UTARA,ID-1223,SUMATERA UTARA
M-01294,NA,UNKNOWN,LAURA SEGAR JAYA,LAURA SEGAR JAYA,4.137736,117.721172,15,Operating,2012,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",NUNUKAN,ID-6504,KALIMANTAN UTARA
M-01295,PO1000014236,PIPIT,NUNUKAN BARA SUKSES,SEBUKU,3.998315,116.822615,90,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NUNUKAN,ID-6504,KALIMANTAN UTARA
M-01296,PO1000011591,PUPUK KALTIM,KALIMANTAN AGRO NUSANTARA,KALIMANTAN AGRO NUSANTARA,0.675594,117.22658,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-01297,PO1000013517,UNKNOWN,BIYU IYAS MALELA,BIYU IYAS MALELA,3.28099,99.28925,20,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BATU BARA,ID-1219,SUMATERA UTARA
M-01298,PO1000011558,UNKNOWN,KASMAR MATANO PERSADA,KASMAR MATANO PERSADA,-2.541617,120.30346,30,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LUWU UTARA,ID-7322,SULAWESI SELATAN
M-01299,PO1000010807,HPI-AGRO (DJARUM),KIARA SAWIT ABADI,GELATIK,0.81729,111.01222,45,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SINTANG,ID-6107,KALIMANTAN BARAT
M-01300,PO1000008641,KUALA LUMPUR KEPONG (KLK),LANGKAT NUSANTARA KEPONG,TANJUNG KELILING,3.511326,98.306438,80,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-01301,PO1000017929,INDOGUNTA,BERAU SAWIT SEJAHTERA,BERAU SAWIT SEJAHTERA,1.36092,117.07806,60,Operating,2019,Establishment year based on other government record of establishment (e.g. Permit database),KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-01302,PO1000011307,FANGIONO AGRO PLANTATION (FAP AGRI),BORNEO BHAKTI SEJAHTERA,BORNEO BHAKTI SEJAHTERA,0.493567,115.367221,60,Operating,2019,Establishment year based on other government record of establishment (e.g. Permit database),MAHAKAM ULU,ID-6411,KALIMANTAN TIMUR
M-01304,PO1000011305,TRIPUTRA AGRO PERSADA,NATURA PASIFIC NUSANTARA,NATURA PASIFIC NUSANTARA,2.248392,116.985773,30,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BERAU,ID-6405,KALIMANTAN TIMUR
M-01305,PO1000011552,UNKNOWN,LANGKAT MAKMUR JAYA SAWITA,LANGKAT MAKMUR JAYA SAWITA,3.877333,98.34033,20,Operating,2020,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LANGKAT,ID-1213,SUMATERA UTARA
M-01306,PO1000012848,UNKNOWN,ARSI GRIYA PLANTATIONS,ARSI GRIYA PLANTATIONS,-2.861348,104.940869,15,Operating,2019,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANYUASIN,ID-1607,SUMATERA SELATAN
